genre,week,ExponentialSmoothing_Count,ARIMA_Count,Prophet_Count,LSTM_Count,ExponentialSmoothing_Rank,ARIMA_Rank,Prophet_Rank,LSTM_Rank
Rap/Hip Hop,2021-11-29,28.975055012243224,30.196094562595043,39.719080907169015,27.011812,56.9740659544354,56.59791809063669,54.99780117030933,46.853493
Rap/Hip Hop,2021-12-06,28.8921979726231,30.32627545228469,39.428654312890785,27.177948,56.87849996210915,57.08340155614934,54.91034405431053,51.783363
Rap/Hip Hop,2021-12-13,28.694459223382957,30.419752863173933,39.309455397870295,27.221973,56.482152180027285,57.08235956664839,54.7000067525577,47.493366
Rap/Hip Hop,2021-12-20,28.842722618257078,30.49105273884775,39.425756007167045,24.627537,55.955497584290974,56.69169005479845,54.447375103691776,46.24421
Rap/Hip Hop,2021-12-27,28.794797556824946,30.544712952018614,39.66778080380583,24.196234,55.750973351317754,56.33363758805689,54.294736345688584,43.290028
Rap/Hip Hop,2022-01-03,29.020760178814868,30.584910769340368,39.86937917553518,21.429157,54.87667121290478,56.31831156848437,54.3552464575141,46.66042
Rap/Hip Hop,2022-01-10,28.89181742544126,30.615149467743322,39.94346056840046,22.330074,54.487012851565986,56.59164881622798,54.63072959866602,46.55189
Rap/Hip Hop,2022-01-17,28.79531462069817,30.637874571570556,39.90932560179448,17.599615,54.52456813864058,56.855052608816735,54.973806342599346,42.576496
Rap/Hip Hop,2022-01-24,29.118368434605244,30.654947924143528,39.82611934488255,17.160284,54.632939852649514,56.87761475359259,55.12352289951582,45.824284
Rap/Hip Hop,2022-01-31,28.828408959682626,30.667778794036856,39.73639211973372,15.281347,54.95935338359577,56.68690151803382,54.82939699023693,45.514427
Rap/Hip Hop,2022-02-07,29.086786148839195,30.677420708727418,39.672561639316115,14.56846,56.069307015436976,56.49359167937723,54.02142235734335,42.675484
Rap/Hip Hop,2022-02-14,29.05479067052117,30.684666105090642,39.67866166123459,15.234798,56.85008281108851,56.4690972550578,52.912635183746005,44.070614
Rap/Hip Hop,2022-02-21,29.02250039856812,30.690110749778135,39.78710041467105,13.795992,57.63430682052901,56.60176946154399,51.92565265527503,40.813293
Rap/Hip Hop,2022-02-28,29.232293140353455,30.694202176468508,39.97012141465026,14.028762,58.54212137491854,56.74331099140246,51.45528392161935,43.705765
Rap/Hip Hop,2022-03-07,29.103157329297133,30.697276711707687,40.138603487518054,14.004529,58.23988941046788,56.766839254317645,51.62716750752984,41.04799
Rap/Hip Hop,2022-03-14,28.893606154406477,30.69958709885983,40.20983936188625,14.778474,57.385324463158064,56.67483503041881,52.23895355667001,43.98608
Rap/Hip Hop,2022-03-21,28.925998117788943,30.701323259440585,40.17752242682832,14.606909,56.79168862037,56.57142870168771,52.928366953280616,44.482475
