song,artist,song_clean,artist_clean
Private Eye,The Olympics,Private Eye,The Olympics
One More Sunrise (Morgen),Leslie Uggams,One More Sunrise,Leslie Uggams
Lonely Boy,Paul Anka,Lonely Boy,Paul Anka
Tiger,Fabian,Tiger,Fabian
Waterloo,Stonewall Jackson,Waterloo,Stonewall Jackson
There Is Something On Your Mind,Big Jay McNeely And Band,There Is Something On Your Mind,Big Jay McNeely
Lipstick On Your Collar,Connie Francis,Lipstick On Your Collar,Connie Francis
I'll Be Satisfied,Jackie Wilson,I'll Be Satisfied,Jackie Wilson
Half-Breed,Marvin Rainwater,Half-Breed,Marvin Rainwater
Since You've Been Gone,Clyde McPhatter,Since You've Been Gone,Clyde McPhatter
"Ciao, Ciao Bambina",Jacky Noguez And His Musette Orchestra,"Ciao, Ciao Bambina",Jacky Noguez
Sweet Bird Of Youth,Nat King Cole,Sweet Bird Of Youth,Nat King Cole
Betty My Angel,Jerry Fuller,Betty My Angel,Jerry Fuller
Cry,The Knightsbridge Strings,Cry,The Knightsbridge Strings
Ten Thousand Drums,Carl Smith,Ten Thousand Drums,Carl Smith
Katy Too,Johnny Cash And The Tennessee Two,Katy Too,Johnny Cash
Ragtime Cowboy Joe,David Seville And The Chipmunks,Ragtime Cowboy Joe,David Seville
Miami,Eugene Church,Miami,Eugene Church
Like Young,Andre Previn With David Rose,Like Young,Andre Previn
A Girl's Work Is Never Done,The Chordettes,A Girl's Work Is Never Done,The Chordettes
Twice As Nice,Clyde McPhatter,Twice As Nice,Clyde McPhatter
You're So Fine,The Falcons,You're So Fine,The Falcons
Personality,Lloyd Price and His Orchestra,Personality,Lloyd Price
Hushabye,The Mystics,Hushabye,The Mystics
I Only Have Eyes For You,The Flamingos,I Only Have Eyes For You,The Flamingos
Frankie,Connie Francis,Frankie,Connie Francis
M.T.A.,The Kingston Trio,M.T.A.,The Kingston Trio
If You Love Me,LaVern Baker,If You Love Me,LaVern Baker
To A Soldier Boy,The Tassels,To A Soldier Boy,The Tassels
Twixt Twelve And Twenty,Pat Boone,Twixt Twelve And Twenty,Pat Boone
A Boy Without A Girl,Frankie Avalon,A Boy Without A Girl,Frankie Avalon
"Bells, Bells, Bells (The Bell Song)",Billy & Lillie,"Bells, Bells, Bells",Billy
I Looked At Heaven,Tommy Edwards,I Looked At Heaven,Tommy Edwards
Bobby Sox To Stockings,Frankie Avalon,Bobby Sox To Stockings,Frankie Avalon
This I Swear,The Skyliners,This I Swear,The Skyliners
I Still Get Jealous,Joni James,I Still Get Jealous,Joni James
The Quiet Three,Duane Eddy His Twangy Guitar And The Rebels,The Quiet Three,Duane Eddy His Twangy Guitar
Tallahassee Lassie,Freddy Cannon,Tallahassee Lassie,Freddy Cannon
Time Marches On,Roy Hamilton,Time Marches On,Roy Hamilton
A Girl Like You,Gary Stites,A Girl Like You,Gary Stites
Remember When,The Platters,Remember When,The Platters
Furry Murray,The Tradewinds,Furry Murray,The Tradewinds
Danny Boy,Sil Austin,Danny Boy,Sil Austin
Beach Time,Roger Smith,Beach Time,Roger Smith
Dream Lover,Bobby Darin,Dream Lover,Bobby Darin
Bongo Rock,Preston Epps,Bongo Rock,Preston Epps
Just Keep It Up,Dee Clark,Just Keep It Up,Dee Clark
Only Sixteen,Sam Cooke,Only Sixteen,Sam Cooke
Soldier's Joy,Hawkshaw Hawkins,Soldier's Joy,Hawkshaw Hawkins
Bei Mir Bist Du Schön,Louis Prima And Keely Smith,Bei Mir Bist Du Schön,Louis Prima
You Don't Know Girls,Kathy Linden,You Don't Know Girls,Kathy Linden
Who Shot Sam,George Jones,Who Shot Sam,George Jones
Alimony,Frankie Ford,Alimony,Frankie Ford
Back In The U.S.A.,Chuck Berry,Back In The U.S.A.,Chuck Berry
Along Came Jones,The Coasters,Along Came Jones,The Coasters
I'm Coming Home,Marv Johnson,I'm Coming Home,Marv Johnson
I Know,Perry Como,I Know,Perry Como
Sweet Someone,Eddie and Betty,Sweet Someone,Eddie
Crackin Up,Bo Diddley,Crackin Up,Bo Diddley
Sugaree,Rusty York,Sugaree,Rusty York
Quiet Village,The Exotic Sounds of Martin Denny,Quiet Village,The Exotic Sounds of Martin Denny
A Teenager In Love,Dion & The Belmonts,A Teenager In Love,Dion
Crossfire,Johnny And The Hurricanes,Crossfire,Johnny
Wonderful You,Jimmie Rodgers,Wonderful You,Jimmie Rodgers
With My Eyes Wide Open I'm Dreaming,Patti Page,With My Eyes Wide Open I'm Dreaming,Patti Page
Little Dipper,The Mickey Mozart Quintet,Little Dipper,The Mickey Mozart Quintet
I Love An Angel,Little Bill and The Bluenotes,I Love An Angel,Little Bill
Forty Days,Ronnie Hawkins,Forty Days,Ronnie Hawkins
The Whistling Organ,"Dave ""Baby"" Cortez",The Whistling Organ,"Dave ""Baby"" Cortez"
Kansas City,Wilbert Harrison,Kansas City,Wilbert Harrison
Martinique,The Exotic Sounds of Martin Denny,Martinique,The Exotic Sounds of Martin Denny
Velvet Waters,The Megatrons,Velvet Waters,The Megatrons
Summer's Love,Richard Barrett With The Chantels,Summer's Love,Richard Barrett
Rockin' In The Jungle,The Eternals,Rockin' In The Jungle,The Eternals
So Fine,The Fiestas,So Fine,The Fiestas
Ring-A-Ling-A-Lario,Jimmie Rodgers,Ring-A-Ling-A-Lario,Jimmie Rodgers
Cap And Gown,Marty Robbins,Cap And Gown,Marty Robbins
Only You,Franck Pourcel's French Fiddles,Only You,Franck Pourcel's French Fiddles
With All Of My Heart,Brook Benton,With All Of My Heart,Brook Benton
I'm Ready,Fats Domino,I'm Ready,Fats Domino
"Oh, What A Fool",The Impalas,"Oh, What A Fool",The Impalas
Taboo,Arthur Lyman,Taboo,Arthur Lyman
Little Girl,Ritchie Valens,Little Girl,Ritchie Valens
Cherrystone,Addrisi Brothers,Cherrystone,Addrisi Brothers
I've Come Of Age,Billy Storm,I've Come Of Age,Billy Storm
Gidget,Jimmy Darren,Gidget,Jimmy Darren
Lonely For You,Gary Stites,Lonely For You,Gary Stites
"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,"Kookie, Kookie",Edward Byrnes
Endlessly,Brook Benton,Endlessly,Brook Benton
"Goodbye Jimmy, Goodbye",Kathy Linden,"Goodbye Jimmy, Goodbye",Kathy Linden
Flower Of Love,The Crests featuring Johnny Mastro,Flower Of Love,The Crests
Sorry (I Ran All The Way Home),The Impalas,Sorry,The Impalas
My Melancholy Baby,Tommy Edwards,My Melancholy Baby,Tommy Edwards
The Happy Organ,"Dave ""Baby"" Cortez",The Happy Organ,"Dave ""Baby"" Cortez"
Sweet Chile,Sheb Wooley,Sweet Chile,Sheb Wooley
"One Love, One Heart",The Four Coins,"One Love, One Heart",The Four Coins
La Plume De Ma Tante,Hugo & Luigi,La Plume De Ma Tante,Hugo
Yes - Sir - ee,Dodie Stevens,Yes - Sir - ee,Dodie Stevens
Graduation's Here,The Fleetwoods,Graduation's Here,The Fleetwoods
Happy Vacation,Jackie Lee,Happy Vacation,Jackie Lee
Sweet Sugar Lips,The Kalin Twins,Sweet Sugar Lips,The Kalin Twins
A Prayer And A Juke Box,Little Anthony And The Imperials,A Prayer And A Juke Box,Little Anthony
Rockin' Crickets,Hot-Toddys featuring Bill Pennell,Rockin' Crickets,Hot-Toddys
The Class,Chubby Checker,The Class,Chubby Checker
I Waited Too Long,LaVern Baker,I Waited Too Long,LaVern Baker
So Close,Brook Benton,So Close,Brook Benton
Margie,Fats Domino,Margie,Fats Domino
I'm Gonna Change Him,Cathy Carr,I'm Gonna Change Him,Cathy Carr
Enchanted,The Platters,Enchanted,The Platters
The Five Pennies,Dodie Stevens,The Five Pennies,Dodie Stevens
Little Boy Blue,Huelyn Duvall,Little Boy Blue,Huelyn Duvall
Old Spanish Town,The Bell Notes,Old Spanish Town,The Bell Notes
(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires, A Fool Such As I,Elvis Presley
You Made Me Love You,Nat King Cole,You Made Me Love You,Nat King Cole
Turn Me Loose,Fabian,Turn Me Loose,Fabian
Guitar Boogie Shuffle,The Virtues,Guitar Boogie Shuffle,The Virtues
Guess Who,Jesse Belvin,Guess Who,Jesse Belvin
A String Of Trumpets,The Trumpeteers,A String Of Trumpets,The Trumpeteers
I Need Your Love Tonight,Elvis Presley With The Jordanaires,I Need Your Love Tonight,Elvis Presley
Come To Me,Marv Johnson,Come To Me,Marv Johnson
Gotta New Girl,Bobby Day,Gotta New Girl,Bobby Day
I Must Be Dreaming,Nat King Cole,I Must Be Dreaming,Nat King Cole
Almost Grown,Chuck Berry,Almost Grown,Chuck Berry
Kansas City,Hank Ballard And The Midnighters,Kansas City,Hank Ballard
Take A Message To Mary,The Everly Brothers,Take A Message To Mary,The Everly Brothers
Pink Shoe Laces,Dodie Stevens,Pink Shoe Laces,Dodie Stevens
Come Softly To Me,The Fleetwoods,Come Softly To Me,The Fleetwoods
Since I Don't Have You,The Skyliners,Since I Don't Have You,The Skyliners
Poor Jenny,The Everly Brothers,Poor Jenny,The Everly Brothers
That's Why (I Love You So),Jackie Wilson,That's Why,Jackie Wilson
Tell Him No,Travis & Bob,Tell Him No,Travis
Someone,Johnny Mathis,Someone,Johnny Mathis
The Tijuana Jail,The Kingston Trio,The Tijuana Jail,The Kingston Trio
Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,Three Stars,Tommy Dee
Six Nights A Week,The Crests,Six Nights A Week,The Crests
It's Only The Good Times,Tommy Edwards,It's Only The Good Times,Tommy Edwards
The Battle Of New Orleans,Vaughn Monroe,The Battle Of New Orleans,Vaughn Monroe
With My Eyes Wide Open I'm Dreaming,Enoch Light & The Light Brigade,With My Eyes Wide Open I'm Dreaming,Enoch Light
"Frankie's Man, Johnny",Johnny Cash,"Frankie's Man, Johnny",Johnny Cash
White Lightning,George Jones,White Lightning,George Jones
Summer Dreams,The McGuire Sisters,Summer Dreams,The McGuire Sisters
Lonely Saturday Night,Don French,Lonely Saturday Night,Don French
(I Don't Care) Only Love Me,Steve Lawrence, Only Love Me,Steve Lawrence
Young Ideas,Chico Holiday,Young Ideas,Chico Holiday
Someone To Come Home To,The Ames Brothers,Someone To Come Home To,The Ames Brothers
Never Be Anyone Else But You,Ricky Nelson,Never Be Anyone Else But You,Ricky Nelson
Bonaparte's Retreat,Billy Grammer,Bonaparte's Retreat,Billy Grammer
Mary Ann Thomas,Bobby Freeman,Mary Ann Thomas,Bobby Freeman
Straight Flush,The Frantics,Straight Flush,The Frantics
Pointed Toe Shoes,Carl Perkins,Pointed Toe Shoes,Carl Perkins
Jack O'Diamonds,Ruth Brown,Jack O'Diamonds,Ruth Brown
For A Penny,Pat Boone,For A Penny,Pat Boone
Tragedy,Thomas Wayne With the Delons,Tragedy,Thomas Wayne
Everybody Likes To Cha Cha Cha,Sam Cooke,Everybody Likes To Cha Cha Cha,Sam Cooke
Talk Of The School,Sonny James,Talk Of The School,Sonny James
Sea Cruise,Frankie Ford,Sea Cruise,Frankie Ford
Hey Little Lucy! (Don'tcha Put No Lipstick On),Conway Twitty,Hey Little Lucy!,Conway Twitty
This Should Go On Forever,Rod Bernard,This Should Go On Forever,Rod Bernard
As Time Goes By,Johnny Nash,As Time Goes By,Johnny Nash
Castin' My Spell,The Johnny Otis Show,Castin' My Spell,The Johnny Otis Show
It's Late,Ricky Nelson,It's Late,Ricky Nelson
It's Just A Matter Of Time,Brook Benton,It's Just A Matter Of Time,Brook Benton
Kansas City,Rocky Olson,Kansas City,Rocky Olson
There's No Fool Like A Young Fool,Tab Hunter,There's No Fool Like A Young Fool,Tab Hunter
"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels,"""Yep!""",Duane Eddy His Twangy Guitar
It Doesn't Matter Anymore,Buddy Holly,It Doesn't Matter Anymore,Buddy Holly
That's My Little Suzie,Ritchie Valens,That's My Little Suzie,Ritchie Valens
Lovey Dovey,Clyde McPhatter,Lovey Dovey,Clyde McPhatter
"Hallelujah, I Love Him So",Peggy Lee,"Hallelujah, I Love Him So",Peggy Lee
I Miss You So,Paul Anka,I Miss You So,Paul Anka
The Kissing Tree,Billy Grammer,The Kissing Tree,Billy Grammer
Your Cheatin' Heart,Billy Vaughn And His Orchestra,Your Cheatin' Heart,Billy Vaughn
Russian Band Stand,Spencer & Spencer with the Sonia Pryor Choir,Russian Band Stand,Spencer
I Still Get A Thrill (Thinking Of You),Joni James,I Still Get A Thrill,Joni James
The Morning Side Of The Mountain,Tommy Edwards,The Morning Side Of The Mountain,Tommy Edwards
I Need Your Lovin',Roy Hamilton,I Need Your Lovin',Roy Hamilton
Lonesome Old House,Don Gibson,Lonesome Old House,Don Gibson
Tell Him No,Dean & Marc,Tell Him No,Dean
Judy,David Seville,Judy,David Seville
I Told Myself A Lie,Clyde McPhatter,I Told Myself A Lie,Clyde McPhatter
Kansas City (Hey-Hey-Hey-Hey),Little Richard,Kansas City,Little Richard
I Think I'm Gonna Kill Myself,Buddy Knox,I Think I'm Gonna Kill Myself,Buddy Knox
Peace,The McGuire Sisters,Peace,The McGuire Sisters
"No Other Arms, No Other Lips",The Chordettes,"No Other Arms, No Other Lips",The Chordettes
Please Mr. Sun,Tommy Edwards,Please Mr. Sun,Tommy Edwards
Charlie Brown,The Coasters,Charlie Brown,The Coasters
The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,The Hawaiian Wedding Song,Andy Williams
Where Were You (On Our Wedding Day)?,Lloyd Price,Where Were You?,Lloyd Price
Little Queenie,Chuck Berry,Little Queenie,Chuck Berry
I've Had It,The Bell Notes,I've Had It,The Bell Notes
French Foreign Legion,Frank Sinatra,French Foreign Legion,Frank Sinatra
If I Didn't Care,Connie Francis,If I Didn't Care,Connie Francis
The Fountain Of Youth,The Four Lads,The Fountain Of Youth,The Four Lads
Eternally,Thomas Wayne With the Delons,Eternally,Thomas Wayne
The Wang Dang Taffy-Apple Tango (Mambo Cha Cha Cha),Pat Boone,The Wang Dang Taffy-Apple Tango,Pat Boone
The Walls Have Ears,Patti Page,The Walls Have Ears,Patti Page
The Beat,The Rockin R's,The Beat,The Rockin R's
Love Me In The Daytime,Doris Day,Love Me In The Daytime,Doris Day
I'm Never Gonna Tell,Jimmie Rodgers,I'm Never Gonna Tell,Jimmie Rodgers
Heavenly Lover,Teresa Brewer,Heavenly Lover,Teresa Brewer
Jo-Jo The Dog-Faced Boy,Annette,Jo-Jo The Dog-Faced Boy,Annette
Who's That Knocking,The Genies,Who's That Knocking,The Genies
77 Sunset Strip,The Big Sound Of Don Ralke,77 Sunset Strip,The Big Sound Of Don Ralke
Separate Ways,Sarah Vaughan,Separate Ways,Sarah Vaughan
Three Stars,Ruby Wright,Three Stars,Ruby Wright
She Say (Oom Dooby Doom),The Diamonds,She Say,The Diamonds
Come Softly To Me,Ronnie Height,Come Softly To Me,Ronnie Height
I Cried A Tear,LaVern Baker,I Cried A Tear,LaVern Baker
Peter Gunn,Ray Anthony and His Orchestra,Peter Gunn,Ray Anthony
You Can't Be True Dear,The Mary Kaye Trio,You Can't Be True Dear,The Mary Kaye Trio
I Never Felt Like This,Jack Scott,I Never Felt Like This,Jack Scott
Matilda,Cookie And His Cupcakes,Matilda,Cookie
Pipe Dreams,Jimmy Beck & His Orchestra,Pipe Dreams,Jimmy Beck
I Go Ape,Neil Sedaka,I Go Ape,Neil Sedaka
Stagger Lee,Lloyd Price,Stagger Lee,Lloyd Price
Two Brothers,David Hill,Two Brothers,David Hill
A Touch Of Pink,Jerry Wallace,A Touch Of Pink,Jerry Wallace
Donna,Ritchie Valens,Donna,Ritchie Valens
The Hanging Tree,Marty Robbins,The Hanging Tree,Marty Robbins
Yea - Yea (Class Cutter),Dale Hawkins,Yea - Yea,Dale Hawkins
Raw-Hide,Link Wray And The Wraymen,Raw-Hide,Link Wray
Moonlight Serenade,The Rivieras,Moonlight Serenade,The Rivieras
Tomboy,Perry Como,Tomboy,Perry Como
Petite Fleur (Little Flower),Chris Barber's Jazz Band,Petite Fleur,Chris Barber's Jazz Band
Goodnight Irene,Billy Williams,Goodnight Irene,Billy Williams
Star Love,The Playmates,Star Love,The Playmates
May You Always,The McGuire Sisters,May You Always,The McGuire Sisters
Boom-A-Dip-Dip,Stan Robinson,Boom-A-Dip-Dip,Stan Robinson
I Kneel At Your Throne,Joe Medlin,I Kneel At Your Throne,Joe Medlin
Walkin' To Mother's,Ray Anthony and His Orchestra,Walkin' To Mother's,Ray Anthony
That's All I Want,Bobby Day,That's All I Want,Bobby Day
I Got A Wife,The Mark IV,I Got A Wife,The Mark IV
16 Candles,The Crests,16 Candles,The Crests
Tall Paul,Annette With The Afterbeats,Tall Paul,Annette
(I'll Be With You In) Apple Blossom Time,Tab Hunter, Apple Blossom Time,Tab Hunter
Nola,Billy Williams,Nola,Billy Williams
The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,The Lonely One,Duane Eddy His Twangy Guitar
Lonely Teardrops,Jackie Wilson,Lonely Teardrops,Jackie Wilson
(All of a Sudden) My Heart Sings,Paul Anka, My Heart Sings,Paul Anka
Telling Lies,Fats Domino,Telling Lies,Fats Domino
First Anniversary,Cathy Carr,First Anniversary,Cathy Carr
The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus",The Children's Marching Song,Mitch Miller
The Story Of My Love,Conway Twitty,The Story Of My Love,Conway Twitty
The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra,The Children's Marching Song,Cyril Stapleton
With The Wind And The Rain In Your Hair,Pat Boone,With The Wind And The Rain In Your Hair,Pat Boone
La Bamba,Ritchie Valens,La Bamba,Ritchie Valens
Because You're Young,Jimmie Rodgers,Because You're Young,Jimmie Rodgers
The All American Boy,Bill Parsons,The All American Boy,Bill Parsons
Fried Eggs,The Intruders,Fried Eggs,The Intruders
"No Other Arms, No Other Lips",The Four Aces,"No Other Arms, No Other Lips",The Four Aces
Pretty Girls Everywhere,Eugene Church and The Fellows,Pretty Girls Everywhere,Eugene Church
Don't Take Your Guns To Town,Johnny Cash,Don't Take Your Guns To Town,Johnny Cash
Raining In My Heart,Buddy Holly,Raining In My Heart,Buddy Holly
Gotta Travel On,Billy Grammer,Gotta Travel On,Billy Grammer
Midnight Oil,Charlie Blackwell,Midnight Oil,Charlie Blackwell
My Happiness,Connie Francis,My Happiness,Connie Francis
When The Saints Go Marching In,Fats Domino,When The Saints Go Marching In,Fats Domino
There Must Be A Way,Joni James,There Must Be A Way,Joni James
The Answer To A Maiden's Prayer,June Valli,The Answer To A Maiden's Prayer,June Valli
Goodbye Baby,Jack Scott,Goodbye Baby,Jack Scott
Hawaiian War Chant,Billy Vaughn And His Orchestra,Hawaiian War Chant,Billy Vaughn
Nola,The Morgan Brothers,Nola,The Morgan Brothers
A House Of Love,Scott Garrett,A House Of Love,Scott Garrett
Wishful Thinking,Little Anthony And The Imperials,Wishful Thinking,Little Anthony
The Chick,Lee and Paul,The Chick,Lee
Smoke Gets In Your Eyes,The Platters,Smoke Gets In Your Eyes,The Platters
Plain Jane,Bobby Darin,Plain Jane,Bobby Darin
Manhattan Spiritual,Reg Owen & His Orchestra,Manhattan Spiritual,Reg Owen
"Blah, Blah, Blah",Nicola Paone,"Blah, Blah, Blah",Nicola Paone
Ballad Of A Girl And Boy,Graduates,Ballad Of A Girl And Boy,Graduates
The Little Space Girl,Jesse Lee Turner,The Little Space Girl,Jesse Lee Turner
A Lover's Question,Clyde McPhatter,A Lover's Question,Clyde McPhatter
Record Hop Blues,The Quarter Notes,Record Hop Blues,The Quarter Notes
Hurtin' Inside,Brook Benton,Hurtin' Inside,Brook Benton
Shirley,John Fred And The Playboys,Shirley,John Fred
Nobody But You,Dee Clark,Nobody But You,Dee Clark
Teardrops On Your Letter,Hank Ballard And The Midnighters,Teardrops On Your Letter,Hank Ballard
Ambrose (Part Five),Linda Laurie,Ambrose,Linda Laurie
The Shag (Is Totally Cool),Billy Graves,The Shag,Billy Graves
Lovers Never Say Goodbye,The Flamingos,Lovers Never Say Goodbye,The Flamingos
Jimmy Kiss And Run,Diane Maxwell,Jimmy Kiss And Run,Diane Maxwell
Sweet Annie Laurie,Sammy Turner and The Twisters,Sweet Annie Laurie,Sammy Turner
"Wiggle, Wiggle",The Accents,"Wiggle, Wiggle",The Accents
I'm A Man,Fabian,I'm A Man,Fabian
The Diary,Neil Sedaka,The Diary,Neil Sedaka
Lucky Ladybug,Billy & Lillie,Lucky Ladybug,Billy
It's Only The Beginning,The Kalin Twins,It's Only The Beginning,The Kalin Twins
Bunny Hop,The Applejacks,Bunny Hop,The Applejacks
Are You Lonesome Tonight,Jaye P. Morgan,Are You Lonesome Tonight,Jaye P. Morgan
Miss You,Jaye P. Morgan,Miss You,Jaye P. Morgan
Anthony Boy,Chuck Berry,Anthony Boy,Chuck Berry
No Regrets,Jimmy Barnes,No Regrets,Jimmy Barnes
Oh Why,The Teddy Bears,Oh Why,The Teddy Bears
Who Cares,Don Gibson,Who Cares,Don Gibson
I Can't Sit Down,Marie & Rex,I Can't Sit Down,Marie
Chip Off The Old Block,Eddy Arnold,Chip Off The Old Block,Eddy Arnold
Teenage Heaven,Eddie Cochran,Teenage Heaven,Eddie Cochran
Teardrops Will Fall,Dicky Doo And The Don'ts,Teardrops Will Fall,Dicky Doo
Evening Rain,Earl Grant,Evening Rain,Earl Grant
Don't Pity Me,Dion & The Belmonts,Don't Pity Me,Dion
Try Me,James Brown And The Famous Flames,Try Me,James Brown
Trust In Me,Patti Page,Trust In Me,Patti Page
City Lights,Ivory Joe Hunter,City Lights,Ivory Joe Hunter
"Piove (Ciao, Ciao Bambina)",Domenico Modugno,Piove,Domenico Modugno
The Girl On Page 44,The Four Lads,The Girl On Page 44,The Four Lads
Red River Rose,The Ames Brothers,Red River Rose,The Ames Brothers
Blue Hawaii,Billy Vaughn And His Orchestra,Blue Hawaii,Billy Vaughn
The Worryin' Kind,Tommy Sands And The Raiders,The Worryin' Kind,Tommy Sands
"Raspberries, Strawberries",The Kingston Trio,"Raspberries, Strawberries",The Kingston Trio
Let's Love,Johnny Mathis,Let's Love,Johnny Mathis
