period,Pop,Rock,Country,R&B,Rap/Hip Hop,Alternative,Dance,Electro,Films/Games,Latin Music,Christian,Reggae,Jazz,Folk,Metal,Singer & Songwriter,Reggaeton,Asian Music,Disco,Traditional Mexicano,Classical,Kids
1990-W51,0.425,0.3,0.0,0.1125,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.025,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-W52,0.425,0.3,0.0,0.1125,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.025,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W01,0.425,0.2875,0.0,0.1125,0.075,0.0,0.0,0.0625,0.0,0.0,0.0,0.025,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W02,0.4125,0.2625,0.0,0.1375,0.0875,0.0,0.0,0.0625,0.0,0.0,0.0,0.025,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W03,0.4074074074074074,0.25925925925925924,0.0,0.13580246913580246,0.08641975308641975,0.012345679012345678,0.012345679012345678,0.04938271604938271,0.0,0.0,0.0,0.024691358024691357,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W04,0.4268292682926829,0.2682926829268293,0.0,0.13414634146341464,0.08536585365853659,0.012195121951219513,0.012195121951219513,0.036585365853658534,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W05,0.4457831325301205,0.26506024096385544,0.0,0.12048192771084337,0.060240963855421686,0.012048192771084338,0.024096385542168676,0.04819277108433735,0.0,0.0,0.0,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W06,0.4567901234567901,0.2716049382716049,0.0,0.09876543209876543,0.06172839506172839,0.0,0.037037037037037035,0.04938271604938271,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W07,0.45,0.275,0.0,0.1,0.0625,0.0,0.05,0.05,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W08,0.4375,0.2625,0.0,0.1125,0.075,0.0,0.05,0.05,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W09,0.45,0.25,0.0,0.1125,0.0625,0.0,0.0625,0.05,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W10,0.4125,0.2875,0.0,0.125,0.0625,0.0,0.0625,0.0375,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W11,0.375,0.3125,0.0,0.1125,0.0625,0.0125,0.0625,0.05,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W12,0.35,0.325,0.0,0.125,0.0625,0.0125,0.0625,0.05,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W13,0.3375,0.3,0.0125,0.125,0.0625,0.0125,0.075,0.0625,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W14,0.36585365853658536,0.3048780487804878,0.012195121951219513,0.10975609756097561,0.04878048780487805,0.024390243902439025,0.06097560975609756,0.06097560975609756,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W15,0.3950617283950617,0.2962962962962963,0.012345679012345678,0.1111111111111111,0.037037037037037035,0.024691358024691357,0.04938271604938271,0.06172839506172839,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W16,0.3875,0.3375,0.0125,0.0875,0.0375,0.025,0.05,0.05,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W17,0.379746835443038,0.31645569620253167,0.012658227848101266,0.11392405063291139,0.05063291139240506,0.02531645569620253,0.0379746835443038,0.05063291139240506,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W18,0.358974358974359,0.3076923076923077,0.01282051282051282,0.11538461538461539,0.0641025641025641,0.02564102564102564,0.038461538461538464,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W19,0.38461538461538464,0.2948717948717949,0.01282051282051282,0.08974358974358974,0.038461538461538464,0.02564102564102564,0.0641025641025641,0.0641025641025641,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W20,0.38961038961038963,0.2727272727272727,0.012987012987012988,0.11688311688311688,0.05194805194805195,0.025974025974025976,0.06493506493506493,0.03896103896103896,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W21,0.39473684210526316,0.2631578947368421,0.013157894736842105,0.13157894736842105,0.05263157894736842,0.013157894736842105,0.06578947368421052,0.039473684210526314,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W22,0.43243243243243246,0.25675675675675674,0.013513513513513514,0.10810810810810811,0.04054054054054054,0.013513513513513514,0.06756756756756757,0.04054054054054054,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W23,0.4189189189189189,0.28378378378378377,0.013513513513513514,0.10810810810810811,0.02702702702702703,0.013513513513513514,0.06756756756756757,0.04054054054054054,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W24,0.43243243243243246,0.2972972972972973,0.013513513513513514,0.12162162162162163,0.02702702702702703,0.013513513513513514,0.04054054054054054,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W25,0.4166666666666667,0.3333333333333333,0.013888888888888888,0.1388888888888889,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W26,0.4,0.35714285714285715,0.014285714285714285,0.14285714285714285,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W27,0.4084507042253521,0.3380281690140845,0.014084507042253521,0.1267605633802817,0.014084507042253521,0.028169014084507043,0.04225352112676056,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W28,0.36619718309859156,0.3380281690140845,0.014084507042253521,0.1267605633802817,0.028169014084507043,0.028169014084507043,0.04225352112676056,0.014084507042253521,0.0,0.0,0.028169014084507043,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W29,0.4,0.32857142857142857,0.02857142857142857,0.12857142857142856,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.0,0.0,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W30,0.43661971830985913,0.28169014084507044,0.028169014084507043,0.1267605633802817,0.014084507042253521,0.04225352112676056,0.028169014084507043,0.014084507042253521,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W31,0.4027777777777778,0.2916666666666667,0.027777777777777776,0.1527777777777778,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W32,0.3888888888888889,0.2777777777777778,0.041666666666666664,0.1527777777777778,0.027777777777777776,0.027777777777777776,0.041666666666666664,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W33,0.3835616438356164,0.2465753424657534,0.0410958904109589,0.136986301369863,0.0410958904109589,0.0273972602739726,0.0684931506849315,0.0273972602739726,0.0,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W34,0.3472222222222222,0.2916666666666667,0.041666666666666664,0.09722222222222222,0.06944444444444445,0.027777777777777776,0.06944444444444445,0.027777777777777776,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W35,0.3333333333333333,0.30434782608695654,0.043478260869565216,0.10144927536231885,0.07246376811594203,0.014492753623188406,0.07246376811594203,0.028985507246376812,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W36,0.3382352941176471,0.29411764705882354,0.029411764705882353,0.11764705882352941,0.07352941176470588,0.014705882352941176,0.07352941176470588,0.029411764705882353,0.0,0.0,0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W37,0.3472222222222222,0.2916666666666667,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.013888888888888888,0.06944444444444445,0.013888888888888888,0.0,0.0,0.027777777777777776,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W38,0.352112676056338,0.29577464788732394,0.028169014084507043,0.11267605633802817,0.07042253521126761,0.014084507042253521,0.07042253521126761,0.014084507042253521,0.0,0.0,0.028169014084507043,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W39,0.37681159420289856,0.30434782608695654,0.028985507246376812,0.11594202898550725,0.057971014492753624,0.028985507246376812,0.057971014492753624,0.0,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W40,0.37681159420289856,0.3188405797101449,0.014492753623188406,0.10144927536231885,0.07246376811594203,0.028985507246376812,0.057971014492753624,0.0,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W41,0.36231884057971014,0.34782608695652173,0.014492753623188406,0.10144927536231885,0.057971014492753624,0.028985507246376812,0.057971014492753624,0.0,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W42,0.36619718309859156,0.3380281690140845,0.014084507042253521,0.11267605633802817,0.08450704225352113,0.028169014084507043,0.028169014084507043,0.0,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W43,0.3918918918918919,0.2972972972972973,0.013513513513513514,0.13513513513513514,0.06756756756756757,0.02702702702702703,0.02702702702702703,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W44,0.4155844155844156,0.2727272727272727,0.025974025974025976,0.11688311688311688,0.07792207792207792,0.025974025974025976,0.025974025974025976,0.012987012987012988,0.0,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W45,0.38461538461538464,0.3076923076923077,0.02564102564102564,0.14102564102564102,0.08974358974358974,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W46,0.3924050632911392,0.2911392405063291,0.02531645569620253,0.13924050632911392,0.10126582278481013,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-W47,0.35802469135802467,0.2839506172839506,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678
1991-W48,0.35365853658536583,0.25609756097560976,0.036585365853658534,0.14634146341463414,0.10975609756097561,0.012195121951219513,0.036585365853658534,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513
1991-W49,0.3333333333333333,0.2716049382716049,0.012345679012345678,0.14814814814814814,0.12345679012345678,0.012345679012345678,0.037037037037037035,0.04938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678
1991-W50,0.3333333333333333,0.24691358024691357,0.012345679012345678,0.16049382716049382,0.13580246913580246,0.024691358024691357,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678
1991-W51,0.34146341463414637,0.25609756097560976,0.012195121951219513,0.13414634146341464,0.13414634146341464,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513
1991-W52,0.34146341463414637,0.25609756097560976,0.012195121951219513,0.13414634146341464,0.13414634146341464,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513
1992-W01,0.325,0.275,0.0125,0.15,0.1375,0.0375,0.025,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W02,0.325,0.2625,0.0125,0.15,0.15,0.0375,0.025,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W03,0.3116883116883117,0.2727272727272727,0.012987012987012988,0.15584415584415584,0.15584415584415584,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W04,0.3466666666666667,0.24,0.013333333333333334,0.14666666666666667,0.14666666666666667,0.02666666666666667,0.02666666666666667,0.04,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W05,0.37333333333333335,0.24,0.013333333333333334,0.14666666666666667,0.09333333333333334,0.013333333333333334,0.05333333333333334,0.04,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W06,0.36363636363636365,0.23376623376623376,0.012987012987012988,0.12987012987012986,0.1038961038961039,0.012987012987012988,0.05194805194805195,0.05194805194805195,0.025974025974025976,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W07,0.34615384615384615,0.2564102564102564,0.01282051282051282,0.1282051282051282,0.10256410256410256,0.01282051282051282,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W08,0.35526315789473684,0.2236842105263158,0.013157894736842105,0.14473684210526316,0.09210526315789473,0.013157894736842105,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W09,0.37662337662337664,0.2077922077922078,0.012987012987012988,0.14285714285714285,0.09090909090909091,0.012987012987012988,0.05194805194805195,0.05194805194805195,0.025974025974025976,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W10,0.36,0.2,0.013333333333333334,0.14666666666666667,0.09333333333333334,0.013333333333333334,0.06666666666666667,0.05333333333333334,0.02666666666666667,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W11,0.35064935064935066,0.19480519480519481,0.012987012987012988,0.14285714285714285,0.1038961038961039,0.012987012987012988,0.06493506493506493,0.05194805194805195,0.03896103896103896,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W12,0.2987012987012987,0.23376623376623376,0.012987012987012988,0.14285714285714285,0.11688311688311688,0.012987012987012988,0.05194805194805195,0.05194805194805195,0.05194805194805195,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W13,0.3076923076923077,0.24358974358974358,0.01282051282051282,0.14102564102564102,0.08974358974358974,0.01282051282051282,0.0641025641025641,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W14,0.2962962962962963,0.2222222222222222,0.012345679012345678,0.14814814814814814,0.09876543209876543,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.04938271604938271,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W15,0.2875,0.225,0.0,0.15,0.1125,0.025,0.0875,0.0375,0.05,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W16,0.3170731707317073,0.21951219512195122,0.012195121951219513,0.14634146341463414,0.12195121951219512,0.024390243902439025,0.04878048780487805,0.036585365853658534,0.04878048780487805,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W17,0.3373493975903614,0.1927710843373494,0.012048192771084338,0.14457831325301204,0.12048192771084337,0.024096385542168676,0.060240963855421686,0.024096385542168676,0.060240963855421686,0.0,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W18,0.35365853658536583,0.18292682926829268,0.024390243902439025,0.12195121951219512,0.12195121951219512,0.024390243902439025,0.06097560975609756,0.024390243902439025,0.06097560975609756,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W19,0.3625,0.175,0.0375,0.125,0.1,0.025,0.0625,0.0375,0.05,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W20,0.3625,0.1875,0.0375,0.1125,0.1,0.025,0.0625,0.0375,0.05,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W21,0.358974358974359,0.16666666666666666,0.038461538461538464,0.11538461538461539,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.038461538461538464,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W22,0.34615384615384615,0.16666666666666666,0.038461538461538464,0.11538461538461539,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W23,0.3333333333333333,0.16049382716049382,0.037037037037037035,0.14814814814814814,0.12345679012345678,0.024691358024691357,0.06172839506172839,0.04938271604938271,0.04938271604938271,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W24,0.34177215189873417,0.1518987341772152,0.0379746835443038,0.1518987341772152,0.11392405063291139,0.0379746835443038,0.0759493670886076,0.02531645569620253,0.05063291139240506,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W25,0.32051282051282054,0.15384615384615385,0.038461538461538464,0.1794871794871795,0.11538461538461539,0.038461538461538464,0.0641025641025641,0.02564102564102564,0.05128205128205128,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W26,0.32894736842105265,0.18421052631578946,0.039473684210526314,0.18421052631578946,0.09210526315789473,0.02631578947368421,0.06578947368421052,0.013157894736842105,0.05263157894736842,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W27,0.3026315789473684,0.19736842105263158,0.02631578947368421,0.18421052631578946,0.11842105263157894,0.02631578947368421,0.06578947368421052,0.02631578947368421,0.039473684210526314,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W28,0.3246753246753247,0.2077922077922078,0.025974025974025976,0.15584415584415584,0.12987012987012986,0.025974025974025976,0.06493506493506493,0.03896103896103896,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W29,0.32,0.22666666666666666,0.02666666666666667,0.14666666666666667,0.13333333333333333,0.02666666666666667,0.06666666666666667,0.04,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W30,0.32,0.21333333333333335,0.02666666666666667,0.13333333333333333,0.14666666666666667,0.04,0.06666666666666667,0.04,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W31,0.34210526315789475,0.17105263157894737,0.02631578947368421,0.14473684210526316,0.14473684210526316,0.039473684210526314,0.06578947368421052,0.05263157894736842,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W32,0.34210526315789475,0.18421052631578946,0.039473684210526314,0.13157894736842105,0.13157894736842105,0.039473684210526314,0.06578947368421052,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W33,0.3466666666666667,0.18666666666666668,0.02666666666666667,0.10666666666666667,0.14666666666666667,0.04,0.08,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W34,0.3561643835616438,0.2054794520547945,0.0273972602739726,0.0958904109589041,0.1506849315068493,0.0410958904109589,0.0821917808219178,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W35,0.32432432432432434,0.1891891891891892,0.02702702702702703,0.13513513513513514,0.13513513513513514,0.04054054054054054,0.08108108108108109,0.05405405405405406,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W36,0.36,0.18666666666666668,0.02666666666666667,0.12,0.12,0.05333333333333334,0.06666666666666667,0.05333333333333334,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W37,0.3333333333333333,0.21333333333333335,0.02666666666666667,0.14666666666666667,0.10666666666666667,0.04,0.06666666666666667,0.05333333333333334,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W38,0.32,0.21333333333333335,0.02666666666666667,0.16,0.09333333333333334,0.04,0.06666666666666667,0.05333333333333334,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W39,0.32432432432432434,0.21621621621621623,0.02702702702702703,0.14864864864864866,0.0945945945945946,0.04054054054054054,0.06756756756756757,0.05405405405405406,0.0,0.0,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W40,0.3157894736842105,0.23684210526315788,0.013157894736842105,0.14473684210526316,0.10526315789473684,0.039473684210526314,0.06578947368421052,0.05263157894736842,0.0,0.0,0.013157894736842105,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W41,0.3076923076923077,0.23076923076923078,0.02564102564102564,0.15384615384615385,0.08974358974358974,0.038461538461538464,0.07692307692307693,0.05128205128205128,0.0,0.0,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W42,0.325,0.1875,0.025,0.1875,0.1125,0.025,0.0625,0.0375,0.0,0.0,0.0125,0.0,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W43,0.325,0.2,0.0375,0.1875,0.0875,0.025,0.075,0.025,0.0,0.0,0.0125,0.0,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W44,0.35,0.2,0.025,0.1875,0.0875,0.0125,0.0625,0.025,0.0,0.0,0.0125,0.0125,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W45,0.36585365853658536,0.1951219512195122,0.024390243902439025,0.18292682926829268,0.08536585365853659,0.012195121951219513,0.06097560975609756,0.024390243902439025,0.0,0.0,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W46,0.37349397590361444,0.18072289156626506,0.03614457831325301,0.1927710843373494,0.08433734939759036,0.012048192771084338,0.060240963855421686,0.012048192771084338,0.012048192771084338,0.0,0.012048192771084338,0.012048192771084338,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W47,0.36046511627906974,0.18604651162790697,0.03488372093023256,0.18604651162790697,0.09302325581395349,0.011627906976744186,0.05813953488372093,0.023255813953488372,0.011627906976744186,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W48,0.35802469135802467,0.18518518518518517,0.024691358024691357,0.19753086419753085,0.09876543209876543,0.012345679012345678,0.06172839506172839,0.012345679012345678,0.012345679012345678,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W49,0.3132530120481928,0.1927710843373494,0.024096385542168676,0.2289156626506024,0.0963855421686747,0.012048192771084338,0.07228915662650602,0.012048192771084338,0.012048192771084338,0.0,0.012048192771084338,0.012048192771084338,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-W50,0.2911392405063291,0.189873417721519,0.02531645569620253,0.25316455696202533,0.08860759493670886,0.012658227848101266,0.0759493670886076,0.012658227848101266,0.012658227848101266,0.0,0.012658227848101266,0.012658227848101266,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
