genre,Pop,Rock,R&B,Rap/Hip Hop,Country
Pop,1.0,0.6474203536722049,0.17277981519528926,-0.801106321230294,-0.6737087972502362
Rock,0.6474203536722049,1.0,0.2914281754424396,-0.8402364172356571,-0.7135227492094615
R&B,0.17277981519528926,0.2914281754424396,1.0,-0.4738703604096396,-0.4253778960618427
Rap/Hip Hop,-0.801106321230294,-0.8402364172356571,-0.4738703604096396,1.0,0.6251720869538674
Country,-0.6737087972502362,-0.7135227492094615,-0.4253778960618427,0.6251720869538674,1.0
