period,Pop,Rock,R&B,Rap/Hip Hop,Country
1958-01-01,0.47640117994100295,0.24041297935103245,0.08259587020648967,0.0,0.08923303834808259
1959-01-01,0.4269264836138175,0.2571597283731916,0.09064068497195157,0.0,0.09506938293475052
1960-01-01,0.4171380090497738,0.2081447963800905,0.11538461538461539,0.0005656108597285068,0.11736425339366516
1961-01-01,0.393489434608795,0.2098800685322673,0.17818389491719017,0.0,0.09994288977727013
1962-01-01,0.4499006528526824,0.18790803292648312,0.1481691739994323,0.005960828839057622,0.08969628157820039
1963-01-01,0.49127114020731044,0.1691216584833606,0.19176213857064922,0.0,0.06110201854882706
1964-01-01,0.4605788423153693,0.22355289421157684,0.18512974051896208,0.0014970059880239522,0.04441117764471058
1965-01-01,0.4541617819460727,0.23868698710433764,0.17514654161781945,0.0,0.06072684642438453
1966-01-01,0.44885864793678665,0.2497805092186128,0.17471466198419666,0.0,0.055970149253731345
1967-01-01,0.4881395348837209,0.19465116279069766,0.20790697674418604,0.0,0.03488372093023256
1968-01-01,0.42059095106186517,0.18444136657433055,0.2278393351800554,0.0025392428439519853,0.05517082179132041
1969-01-01,0.40364880273660203,0.22782212086659065,0.20935005701254275,0.0029646522234891676,0.06795895096921323
1970-01-01,0.40701838147529246,0.2611601814275483,0.21102888517545954,0.0,0.06827405108617808
1971-01-01,0.3539244186046512,0.21971899224806202,0.2606589147286822,0.0,0.0935077519379845
1972-01-01,0.378744806472775,0.26503389459873167,0.2342007434944238,0.0015307238136890444,0.06232232670019681
1973-01-01,0.3688288687181758,0.2229355767102059,0.2683196812043392,0.0,0.08634049147664379
1974-01-01,0.39644970414201186,0.2158667543282928,0.23602892833662065,0.0,0.09226386149463073
1975-01-01,0.41030975496994915,0.2154415164123902,0.2339343504392048,0.003236245954692557,0.08784096162736939
1976-01-01,0.44755714926042134,0.2471985656656208,0.1815329448677723,0.0031376064545047063,0.04885701479157328
1977-01-01,0.411400512382579,0.28928266438941075,0.1441076003415884,0.0,0.05999146029035013
1978-01-01,0.4357293868921776,0.3099365750528541,0.10190274841437633,0.0038054968287526427,0.044186046511627906
1979-01-01,0.42911714770797965,0.2958404074702886,0.13433786078098472,0.001697792869269949,0.045415959252971136
1980-01-01,0.3931660899653979,0.3068771626297578,0.13040657439446368,0.003027681660899654,0.07742214532871973
1981-01-01,0.39958202716823404,0.32309299895506793,0.10929989550679206,0.0025078369905956114,0.10114942528735632
1982-01-01,0.4315112540192926,0.28917470525187566,0.10996784565916398,0.008360128617363344,0.08295819935691319
1983-01-01,0.49538272111635545,0.29530063615842395,0.09234557767289145,0.003693823106915658,0.03652780627949928
1984-01-01,0.4918793503480278,0.2752583843071082,0.1221261337270618,0.003374815439780637,0.019616114743724954
1985-01-01,0.5011314544332441,0.27134334499074264,0.15284920798189672,0.006377288623739971,0.003497222793663855
1986-01-01,0.522378908645003,0.24300020437359493,0.14224402207234826,0.006539955037809115,0.003678724708767627
1987-01-01,0.4634946677604594,0.28732567678424936,0.12694831829368336,0.017022149302707137,0.005332239540607055
1988-01-01,0.5011122345803842,0.27219413549039434,0.10313447927199192,0.022851365015166835,0.0
1989-01-01,0.49570860372618797,0.27695206196357547,0.08205987021142977,0.04500732677412602,0.0
1990-01-01,0.4577691811734365,0.2759509993552547,0.09800128949065119,0.049000644745325596,0.003438641736514077
1991-01-01,0.38690735102218354,0.28207916485428447,0.11722488038277512,0.08568943018703784,0.013484123531970421
1992-01-01,0.3265605362379556,0.18181818181818182,0.16527021365731043,0.12547130289065772,0.023669878508588187
1993-01-01,0.32752330766112686,0.1333603567085529,0.20328334008917714,0.16477503040129712,0.03141467369274423
1994-01-01,0.3186634066829666,0.1330480847595762,0.20619396903015486,0.16462917685411574,0.039119804400977995
1995-01-01,0.3330522765598651,0.11467116357504216,0.18908094435075884,0.21943507588532885,0.021500843170320406
1996-01-01,0.3250753985351142,0.0965101249461439,0.1984058595433003,0.18332615252046533,0.024989228780697974
1997-01-01,0.3165514261019879,0.055315471045808126,0.23336214347450301,0.17891097666378566,0.04235090751944685
1998-01-01,0.3338523131672598,0.06717081850533808,0.19417259786476868,0.21085409252669038,0.11877224199288257
1999-01-01,0.3485315259806942,0.1143972068186486,0.13842678168001643,0.12918463750256726,0.22489217498459643
2000-01-01,0.2920016077170418,0.08942926045016077,0.19011254019292603,0.11555466237942122,0.23131028938906753
2001-01-01,0.2597187758478081,0.10359801488833748,0.22952853598014888,0.13316790736145576,0.21050454921422662
2002-01-01,0.2797948717948718,0.1355897435897436,0.15446153846153846,0.17251282051282052,0.18317948717948718
2003-01-01,0.28319838056680163,0.12388663967611337,0.14291497975708503,0.20668016194331984,0.1876518218623482
2004-01-01,0.22804588607594936,0.09770569620253164,0.11431962025316456,0.27848101265822783,0.1985759493670886
2005-01-01,0.2847031065670468,0.09830908375933936,0.08572552103814393,0.2532441997640582,0.20369642154935116
2006-01-01,0.2822516025641026,0.13181089743589744,0.09455128205128205,0.20693108974358973,0.1969150641025641
2007-01-01,0.2987867571457948,0.07772979642196175,0.08677770923298375,0.23689080814312152,0.2019329631914456
2008-01-01,0.3060887512899897,0.08544891640866874,0.12899896800825594,0.19711042311661506,0.1931888544891641
2009-01-01,0.2848219862585884,0.10201957110139497,0.09952113262544243,0.19654382677493235,0.20487195502810743
2010-01-01,0.35290430422064356,0.04241537818637693,0.10175511909736733,0.21228583368157125,0.20622649394066025
2011-01-01,0.368442130556668,0.029635562675210253,0.05826992390869043,0.20584701641970365,0.24289146976371645
2012-01-01,0.3089674455761933,0.007789095266626723,0.04254044337926902,0.23347313760734972,0.22947872977831035
2013-01-01,0.3173076923076923,0.0026595744680851063,0.03416530278232406,0.22442716857610476,0.2430441898527005
2014-01-01,0.3071272582886639,0.0005955926146515784,0.049037125272979945,0.17669247567996824,0.23307524320031764
2015-01-01,0.27539779681762544,0.0026519787841697267,0.04222766217870257,0.2713178294573643,0.23582211342309262
2016-01-01,0.26671881110676576,0.004692999608916699,0.05670707860774345,0.3013296832225264,0.18869769260852562
2017-01-01,0.24447569304941744,0.0008035355564483728,0.05966251506629169,0.35415829650462033,0.18822820409803134
2018-01-01,0.17889087656529518,0.003776585171934009,0.05287219240707613,0.4531902206320811,0.15364738620552573
2019-01-01,0.1717815862893583,0.0007971303308090873,0.05898764447987246,0.3882024711040255,0.18573136707851734
2020-01-01,0.17057265131444874,0.0014265335235378032,0.0715304666802527,0.4094151212553495,0.21622172406765844
2021-01-01,0.22480058013052936,0.00048344210780759005,0.07469180565627266,0.3536379018612521,0.22987672226250908
